f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,num,validation
固定资产投资(不含农户)住宅施工面积(万平方米),家庭儿童收养登记总数(件),医疗卫生机构门诊健康检查人数(万人),小学生师比(教师人数=1),特殊教育招生数(万人),艺术表演团体国内演出场次(千场次),鲜菜类居民消费价格指数(上年=100),农村集中供养五保人数(万人),林业总产值指数(上年=100)(%),城镇居民医疗保险基金收入(万元),1381,0.784308269004
住宅房屋施工面积(万平方米),国内外观设计专利申请受理量(项),普通高中在校学生数(万人),小学生师比(教师人数=1),特殊教育在校学生数(万人),艺术表演团体演出场次(万场次),菜类商品零售价格指数(上年=100),国家重点优抚对象(万人),办公楼销售额(亿元),城镇居民医疗保险基金累计结余(万元),2949,0.784289822787
1-5亿元房地产开发投资额(亿元),国内外观设计专利申请受理量(项),乡村人口(万人),小学生师比(教师人数=1),机动脱粒机数量(台),艺术表演团体国内演出场次(千场次),鲜菜类居民消费价格指数(上年=100),国家重点优抚对象定期补助人数(万人),办公楼销售额(亿元),城镇居民医疗保险基金支出(万元),1904,0.784250952917
全社会住宅投资(亿元),建筑业城镇单位就业人员(万人),医疗卫生机构门诊健康检查人数(万人),政府办医院病床使用率(%),特殊教育招生数(万人),艺术表演团体演出场次(万场次),菜类商品零售价格指数(上年=100),国家重点优抚对象(万人),新注册民用中型载客汽车拥有量(万辆),福利彩票销售额(亿元),2,0.784222710827
新注册民用载客汽车拥有量(万辆),建筑业城镇单位就业人员(万人),新注册民用载货汽车拥有量(万辆),小学生师比(教师人数=1),机动脱粒机数量(台),艺术表演团体演出场次(万场次),菜类商品零售价格指数(上年=100),国家重点优抚对象定期补助人数(万人),城镇单位就业人员平均工资(元),公共图书馆参观展览人次(万人次),610,0.784179477256
房地产业全社会固定资产投资(亿元),建筑业城镇单位就业人员(万人),普通高中毕业生数(万人),小学生师比(教师人数=1),特殊教育毕业生数(万人),艺术表演团体国内演出场次(千场次),鲜菜类居民消费价格指数(上年=100),农村卫生机构床位数(万张),林业总产值指数(上年=100)(%),福利彩票提取公益金(亿元),3066,0.784170408098
房地产住宅投资(亿元),中国公民收养登记数(件),医疗卫生机构出院人数(万人),小学生师比(教师人数=1),特殊教育在校学生数(万人),艺术表演团体演出场次(万场次),菜类商品零售价格指数(上年=100),基层医疗卫生机构床位数(万张),城镇单位就业人员平均工资(元),国有建筑业房屋施工面积(万平方米),1489,0.784114688046
新注册民用小型载客汽车拥有量(万辆),国内外观设计专利申请授权量(项),普通高中学校数(所),小学生师比(教师人数=1),其他办的村卫生室个数(个),艺术表演团体国内演出场次(千场次),菜类商品零售价格指数(上年=100),农村集中供养五保人数(万人),新注册民用中型载客汽车拥有量(万辆),社会组织女性职工人数(人),1612,0.784107942582
房地产开发住宅投资额(亿元),建筑业城镇单位就业人员工资总额(亿元),普通高等学校专科招生数(万人),小学生师比(教师人数=1),特殊教育招生数(万人),艺术表演团体演出场次(万场次),菜类商品零售价格指数(上年=100),村民委员会职工人数(人),新注册民用中型载客汽车拥有量(万辆),国有建筑业房屋施工面积(万平方米),2441,0.784089700543
房地产开发住宅投资额(亿元),国内外观设计专利申请受理量(项),蔬菜播种面积(千公顷),小学生师比(教师人数=1),自动气象站站点个数(个),艺术表演团体演出场次(万场次),菜类商品零售价格指数(上年=100),国家重点优抚对象(万人),办公楼销售额(亿元),国有建筑业房屋施工面积(万平方米),2944,0.784088710316
房地产开发住宅投资额(亿元),中国公民收养登记数(件),内地居民登记结婚(万对),小学生师比(教师人数=1),特殊教育招生数(万人),艺术表演团体演出场次(万场次),菜类商品零售价格指数(上年=100),基层医疗卫生机构床位数(万张),林业总产值指数(上年=100)(%),公路旅客周转量(亿人公里),466,0.784080333509
住宅商品房销售面积(万平方米),内资建筑业企业从业人员(万人),中等职业学校预计毕业生数(万人),小学生师比(教师人数=1),特殊教育招生数(万人),艺术表演团体演出场次(万场次),鲜菜类居民消费价格指数(上年=100),镇数(个),林业总产值指数(上年=100)(%),福利彩票提取公益金(亿元),2020,0.784021435266
全社会固定资产投资中其他资金(亿元),建筑业城镇单位就业人员(万人),普通小学学校数(所),小学生师比(教师人数=1),机动脱粒机数量(台),艺术表演团体机构数(个),鲜菜类居民消费价格指数(上年=100),农村集中供养五保人数(万人),林业总产值指数(上年=100)(%),城镇居民医疗保险基金收入(万元),1369,0.783989490089
新注册民用小型载客汽车拥有量(万辆),建筑业城镇单位就业人员(万人),中等职业学校毕业生数(万人),小学生师比(教师人数=1),特殊教育招生数(万人),艺术表演团体演出场次(万场次),菜类商品零售价格指数(上年=100),国家重点优抚对象(万人),办公楼销售额(亿元),公共图书馆参观展览人次(万人次),538,0.783966874743
房地产开发企业住宅新开工房屋面积(万平方米),国内外观设计专利申请受理量(项),结婚登记(万对),小学生师比(教师人数=1),特殊教育招生数(万人),艺术表演团体演出场次(万场次),鲜菜类居民消费价格指数(上年=100),村民委员会单位数(个),办公楼销售额(亿元),城镇居民医疗保险基金支出(万元),1932,0.783958980646
房地产开发企业住宅新开工房屋面积(万平方米),国内外观设计专利申请受理量(项),结婚登记(万对),小学生师比(教师人数=1),特殊教育招生数(万人),艺术表演团体演出场次(万场次),鲜菜类居民消费价格指数(上年=100),村民委员会单位数(个),办公楼销售额(亿元),城镇居民医疗保险基金支出(万元),1930,0.783958980646
1-5亿元房地产开发投资额(亿元),建筑业企业从业人员(万人),普通小学毕业生数(万人),政府办医院病床工作日(日),特殊教育招生数(万人),艺术表演团体国内演出场次(千场次),鲜菜类居民消费价格指数(上年=100),国家重点优抚对象(万人),新注册民用中型载客汽车拥有量(万辆),福利彩票提取公益金(亿元),2867,0.783864092693
房地产住宅投资(亿元),建筑业企业从业人员(万人),普通小学毕业生数(万人),小学生师比(教师人数=1),特殊教育招生数(万人),艺术表演团体演出场次(万场次),鲜菜类居民消费价格指数(上年=100),国家重点优抚对象定期补助人数(万人),新注册民用中型载客汽车拥有量(万辆),公路旅客周转量(亿人公里),679,0.783860854552
1-5亿元房地产开发投资额(亿元),建筑业城镇单位就业人员(万人),中等职业学校获得职业资格证书毕业生数(万人),小学生师比(教师人数=1),其他办的村卫生室个数(个),艺术表演团体机构数(个),鲜菜类居民消费价格指数(上年=100),国家重点优抚对象定期补助人数(万人),新注册民用中型载客汽车拥有量(万辆),普通高等学校无职称专任教师数(万人),1000,0.783823485164
房地产开发住宅投资额(亿元),建筑业城镇单位就业人员工资总额(亿元),中等职业学校在校学生数(万人),小学生师比(教师人数=1),特殊教育招生数(万人),艺术表演团体演出场次(万场次),鲜菜类居民消费价格指数(上年=100),国家重点优抚对象定期补助人数(万人),城镇单位就业人员平均工资(元),公路旅客周转量(亿人公里),776,0.78382266585
房地产业全社会固定资产投资(亿元),国内外观设计专利申请受理量(项),结婚登记(万对),小学生师比(教师人数=1),特殊教育毕业生数(万人),艺术表演团体演出场次(万场次),鲜菜类居民消费价格指数(上年=100),镇数(个),城镇单位就业人员平均工资(元),城镇居民医疗保险基金累计结余(万元),2217,0.78381567935
住宅房屋施工面积(万平方米),中国公民收养登记数(件),蔬菜播种面积(千公顷),小学生师比(教师人数=1),其他办的村卫生室个数(个),艺术表演团体国内演出场次(千场次),鲜菜类居民消费价格指数(上年=100),国家重点优抚对象(万人),新注册民用中型载客汽车拥有量(万辆),国有建筑业房屋施工面积(万平方米),2529,0.783786085415
住宅房屋施工面积(万平方米),中国公民收养登记数(件),蔬菜播种面积(千公顷),小学生师比(教师人数=1),其他办的村卫生室个数(个),艺术表演团体国内演出场次(千场次),鲜菜类居民消费价格指数(上年=100),国家重点优抚对象(万人),新注册民用中型载客汽车拥有量(万辆),国有建筑业房屋施工面积(万平方米),2528,0.783786085415
房地产开发住宅投资额(亿元),国内外观设计专利申请受理量(项),普通高中教职工数(万人),小学生师比(教师人数=1),特殊教育招生数(万人),艺术表演团体演出场次(万场次),菜类商品零售价格指数(上年=100),国家重点优抚对象定期补助人数(万人),办公楼销售额(亿元),城镇居民医疗保险基金累计结余(万元),1740,0.783714618884
商品房销售面积(万平方米),国内外观设计专利申请授权量(项),医疗卫生机构出院人数(万人),小学生师比(教师人数=1),特殊教育招生数(万人),艺术表演团体国内演出场次(千场次),菜类商品零售价格指数(上年=100),国家重点优抚对象(万人),新注册民用中型载客汽车拥有量(万辆),社会组织女性职工人数(人),1817,0.783693976678
房地产住宅投资(亿元),内资建筑业企业从业人员(万人),普通高等学校专科招生数(万人),小学生师比(教师人数=1),特殊教育招生数(万人),艺术表演团体演出场次(万场次),菜类商品零售价格指数(上年=100),镇数(个),新注册民用中型载客汽车拥有量(万辆),公路旅客周转量(亿人公里),2783,0.783686143408
